Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,viper,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,harbor,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,kayo,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,viper,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,sova,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,omen,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,skye,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,viper,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,raze,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,killjoy,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,jett,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,brimstone,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,astra,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,chamber,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,kayo,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,viper,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,sova,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,raze,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,omen,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,killjoy,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,jett,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,breach,100.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,brimstone,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,skye,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,neon,50.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,kayo,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,viper,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,skye,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,omen,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,sova,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,viper,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,jett,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,killjoy,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,raze,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,brimstone,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,chamber,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,sage,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,harbor,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,kayo,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,viper,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,skye,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,jett,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,killjoy,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,omen,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,brimstone,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,breach,100.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,neon,50.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,viper,75.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,skye,75.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,omen,25.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,harbor,75.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,sova,25.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,breach,25.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,viper,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,skye,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,omen,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,sova,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,kayo,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,viper,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,killjoy,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,jett,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,harbor,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,raze,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,brimstone,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,sage,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,deadlock,0.0
